answerKey,question,choices
D,Dancing poorly in public may make you feel what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exhaustion', 'recognizance', 'blisters', 'humiliation', 'fatigue'],
      dtype=object)}"
D,What is the object with a point used for mountain climbing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hat', 'arrowhead', 'needle', 'alpenstock', 'waterpoint'],
      dtype=object)}"
B,"THe apiarist bought a new queen, where was the queen bound?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['england', 'beehive', 'farmyard', 'monarchy', 'deck of cards'],
      dtype=object)}"
E,Where are there more than 1 trillion planets like earth?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""god's creation"", 'ball stopped', 'gravity', 'milky way',
       'universe'], dtype=object)}"
C,John and George are camping together.  They're sitting around a pile of sticks and john is lighting a match.  Why is john lighting a match?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['illumination', 'set on fire', 'make fire', 'making flame',
       'frustration'], dtype=object)}"
B,"The monkey was hopping around, climbing things, and swinging around his habitat.  What might he have been feeling?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['treetops', 'playful mood', 'brazil', 'rain forest', 'busy'],
      dtype=object)}"
A,What is likely to be a child's reaction to going to play?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happiness', 'tears', 'sit', 'being entertained', 'laugh'],
      dtype=object)}"
B,LEds  are commonly found on kehyboards and other what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['television', 'electronic devices', 'pc board',
       'electrical machine', 'dashboard'], dtype=object)}"
A,"When you want to go to bed with a pretty girl and want to get warm, what do you need to do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pull up covers', 'fall asleep', 'brush teeth',
       'remove the covers', 'get laid'], dtype=object)}"
B,Where can you buy alcohol and items for nourishment?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lunch room', 'supermarket', 'chemistry lab', 'restaurants', 'pub'],
      dtype=object)}"
D,Where is a flat likely to be grouped with other flats?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['london', 'city', 'town', 'apartment building', 'condominium'],
      dtype=object)}"
B,Where does a heifer end?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['barnyard', 'slaughter house', 'farm house', 'stockyard',
       'butcher shop'], dtype=object)}"
A,"I only like fiction books, why should I read a non-fiction book?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['knowledge', 'been printed new', 'many words', 'for fun', 'cover'],
      dtype=object)}"
C,Where would you be most likely to see a cow?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['road', 'slaughter house', 'ranch', 'switzerland', 'tennessee'],
      dtype=object)}"
C,What could a real estate agent do if his or her customer wants to get a house?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['misrepresent', 'cover up', 'offer price', 'deceive', 'leave town'],
      dtype=object)}"
C,What is someone looking for in a new mattress when returning one that had lots of rigidity?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ductility', 'empity', 'softness', 'flexibility', 'malleability'],
      dtype=object)}"
E,What is it called when a reproduction of an original movie is made?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reproduction', 'junior', 'copy', 'derivative', 'remake'],
      dtype=object)}"
E,Too much shopping could lead to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['overdraft', 'calluses', 'tiredness', 'spending money',
       'bankruptcy'], dtype=object)}"
D,An over-heated snake will hide where in a house?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bedroom', 'tropical forest', 'oklahoma', 'basement', 'river'],
      dtype=object)}"
E,"He wanted a saxophone, so he went where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['grocery store', 'case', 'marching band', 'orchestra',
       'music store'], dtype=object)}"
E,What is the easiest place for a human or another animal to live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['workplace', 'gravesite', 'shelter', 'interesting place',
       'temperate climate'], dtype=object)}"
C,"There is a hard substance that must take on different forms, what are these forms?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ice cream ', 'chipped', 'formed into cubes', 'antarctica',
       'found in artic'], dtype=object)}"
D,Where might nymphs live in a pleasure garden?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['resort town', 'palace', 'subway', 'fairy tale', 'japan'],
      dtype=object)}"
B,Where is a subway station called something else?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['india', 'london', 'new york', 'big city', 'manhattan'],
      dtype=object)}"
A,Where would I put a rosebush if I did not want to keep it outside?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pot', 'garden center', 'front lawn', 'formal garden', 'backyard'],
      dtype=object)}"
E,"The handyman finished installing the hinged door, unfortunately it was getting stuck closed within the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['porch', 'jamb', 'pantry', 'own house', 'doorway'], dtype=object)}"
D,What might someone jogging be trying to achieve long term?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['foot pain', 'shin splints', 'increased heart rate',
       'being healthy', 'knee pain'], dtype=object)}"
E,What has an accelerator and is owned by most people?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['vehical', 'fuel system', 'accelerate', 'airplane', 'car'],
      dtype=object)}"
C,"After suffering a bad injury, where will a person get taken?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hockey game', 'home', 'hospital', 'emergency room',
       ""doctor's office""], dtype=object)}"
A,Where did he put the newspaper for his new puppy's leaks?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['floor', 'jail', 'next door', 'library', 'porch'], dtype=object)}"
E,"In the morning you return to work, in the evening you?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get life', 'go to meeting', 'get out of bed', 'dressed',
       'leave work'], dtype=object)}"
E,When I gentleman needs to use the facilities while out for dinner he goes to the what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tuxedo', 'exercise room', 'restaurant', 'big house', ""men's room""],
      dtype=object)}"
A,WHere are baseball stadiums typically located?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['urban areas', 'other countries', 'san francisco', 'phoenix',
       'chicago'], dtype=object)}"
B,If you haven't been sleeping well you are probably what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['time to sleep', 'tired', 'closing eyes', 'falling down',
       'darkness'], dtype=object)}"
B,Where is the best place to store the title to you car or deed to your home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['magazine article', 'safe deposit box', 'glove box', 'library',
       'book'], dtype=object)}"
D,"When two people who love each other are alone, they will probably try to contact each other and get what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['with others', 'with people', 'crowded', 'together', 'contact'],
      dtype=object)}"
E,Where could I find a paper clip?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['file cabinet', 'file folder', 'hospital', 'cabinet',
       'desk drawer'], dtype=object)}"
E,what is the end result of hiring a maid?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clean bathroom', 'cleaning house', 'an affair', 'clean room',
       'clean house'], dtype=object)}"
D,"The book had deep meaning to the businessman, he always kept a copy of it beneath all his work in his what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shoe box', 'suitcase', 'synagogue', 'briefcase', 'backpack'],
      dtype=object)}"
B,"After the loss, we really need one of these?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['contemplate', 'win', 'gain', 'money', 'profit'], dtype=object)}"
E,"The truck driver wanted to read a bible while on a job, where should he find one?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['confession', 'at hotel', 'found in church',
       'considered to holy book', 'motel'], dtype=object)}"
B,What does a projectile pass through?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['battle field', 'air', 'gun', 'weapon', 'baseball'], dtype=object)}"
E,What is beginning work likely to lead to a day of?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sleeping', 'momentum', 'stress', 'excitement', 'working'],
      dtype=object)}"
A,Where does a person what in reception while waiting for food?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['restaurant', 'restorand', 'church basement', 'feel relaxed',
       'wedding party'], dtype=object)}"
C,If someone is a gentleman in a professional setting what would he wear?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tshirt', 'europe', 'suit', 'club', 'church'], dtype=object)}"
B,In using computers where one thoroughly enjoys himself what may ensue?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['headache', 'addiction', 'sitting', 'carpal tunnel syndrome',
       'editing'], dtype=object)}"
C,Jennifer wanted to connect with other people.  But she was abrasive and clingy. Her attempts to get closer just did what to her connections?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['had to say', 'separate', 'sever', 'pull apart', 'sever'],
      dtype=object)}"
A,"Jane saw her flirting with her boyfriend, what was her reaction?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['jealousy', 'unwanted pregnancy', 'happiness',
       'getting into trouble', 'anger'], dtype=object)}"
D,Where do lizards like to sun themselves?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['garden', 'jazz club', 'tropical rainforest', 'rocky places',
       'tanning bed'], dtype=object)}"
A,What do people make with crab?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['delicious meal', 'chinese market', 'fish market', 'aquarium',
       'tidal flats'], dtype=object)}"
E,"The student wanted to impress with his essay and looked up a synonym for standard, he found a word that had a slant rhyme with ""proverbial"" and was quite proud, what did he find?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['informal', 'stanine', 'basic', 'nonstandard', 'colloquial'],
      dtype=object)}"
D,"John traveled deeper and deeper.  As he went, the light faded away until it was pitch black. Where might he be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['porch', 'attic', 'beach', 'ocean', 'universe'], dtype=object)}"
E,"Sean was an honest person, but his married June, who wasn't honest at all. In fact, who was very what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['untruthful', 'liar', 'untrustworthy', 'disloyal', 'deceitful'],
      dtype=object)}"
E,What do you use to catch a mouse?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['disneyland', 'cupboard', 'sewer', 'a large bottle of valium',
       'trap'], dtype=object)}"
D,If it isn't found in a jewelry store or boutique when would one find a choker?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['suffocation', 'boutique', 'jewelry store', 'jewelry box',
       'kennel'], dtype=object)}"
A,"Washing hands after certain activities is highly recommended, keeping up this habit can keep you in good what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['health', 'skin irritation', 'park', 'become wet', 'dry skin'],
      dtype=object)}"
E,"She had locked her key in her car again, but luckily she always kept a spare in her what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own home', 'front door', 'pocket', 'garden gnome', 'purse'],
      dtype=object)}"
C,which door with lock regularly holds cars?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['house', 'autolock', 'garage', 'file cabinet', 'safe'],
      dtype=object)}"
